tech_id,level_id,question_text,option_a,option_b,option_c,option_d,correct_option
12,3,What is the purpose of the `clip-path` property in CSS?,It creates a clipping region for an element.,It sets the visibility of an element.,It adjusts the background color.,It controls the size of an element.,It creates a clipping region for an element.
12,3,How do you implement a CSS shake animation?,Use `@keyframes` to define the shake effect.,Use JavaScript for animations.,Use fixed durations only.,Use inline styles.,Use `@keyframes` to define the shake effect.
12,3,What does the `text-align` property do in CSS?,It sets the horizontal alignment of text within an element.,It controls the line height.,It adjusts the font size.,It modifies the spacing of text.,It sets the horizontal alignment of text within an element.
12,3,How can you create a CSS badge?,Use `position: absolute;` and styling for appearance.,Use JavaScript to create badges.,Use fixed widths for all items.,Use inline styles only.,Use `position: absolute;` and styling for appearance.
12,3,What is the purpose of the `flex-wrap` property in CSS?,It controls whether flex items should wrap onto multiple lines.,It sets the size of flex items.,It aligns flex items along the main axis.,It adjusts the spacing between flex items.,It controls whether flex items should wrap onto multiple lines.
12,3,How do you create a CSS loader animation?,Use `@keyframes` to define the animation.,Use fixed pixel values.,Use inline styles only.,Use JavaScript for animations.,Use `@keyframes` to define the animation.
12,3,What does the `line-height` property do in CSS?,It sets the height of a line of text.,It adjusts the font size.,It controls the spacing between letters.,It defines the color of text.,It sets the height of a line of text.
12,3,How can you create a CSS dropdown menu?,Use `position: absolute;` and `display: none;` for hidden items.,Use inline styles for dropdowns.,Use fixed sizes for all items.,Use `position: relative;` for dropdowns.,Use `position: absolute;` and `display: none;` for hidden items.
12,3,What is the purpose of the `transition-duration` property in CSS?,It defines how long the transition effect takes.,It sets the size of an element.,It adjusts the background color.,It controls the speed of the animation.,It defines how long the transition effect takes.
12,3,How do you create a CSS custom scrollbar?,Use `::-webkit-scrollbar` pseudo-element.,Use fixed sizes for scrollbars.,Use JavaScript to create scrollbars.,Use inline styles only.,Use `::-webkit-scrollbar` pseudo-element.
12,3,What does the `:focus-within` pseudo-class do in CSS?,It selects an element that contains a focused element.,It selects only focused elements.,It targets elements on hover.,It applies styles to active elements.,It selects an element that contains a focused element.
12,3,How can you create a CSS grid gap?,Use the `gap` property in a grid layout.,Use fixed sizes for all items.,Use `margin` on grid items.,Use `padding` on the grid container.,Use the `gap` property in a grid layout.
12,3,What is the purpose of the `filter` property in CSS?,It applies graphical effects like blur and brightness.,It adjusts the size of an element.,It controls the opacity of an element.,It sets the visibility of an element.,It applies graphical effects like blur and brightness.
